id,name,country_code,official_website,short_description,full_description,founded_year,total_students,international_students_percent,tuition_min,tuition_max,tuition_currency,admission_requirements_summary,campus_summary,career_outcomes_summary
722f1da2-a0b7-51b4-85d2-ba1ccaee17e2,Ecole Catholique d'Arts & Metiers,FR,https://www.ecolecatholiquedarts&metiers.edu,"Ecole Catholique d'Arts & Metiers — университет в FR, предлагающий качественное образование и международную академическую среду.","Ecole Catholique d'Arts & Metiers — университет, расположенный в FR, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Ecole Catholique d'Arts & Metiers находят работу в международных компаниях, государственном секторе и научных организациях."
33cff54b-c2da-527b-a5d4-0094a72c6bf1,Université de Rouen - Haute Normandie,FR,https://www.universitéderouen-hautenormandie.edu,"Université de Rouen - Haute Normandie — университет в FR, предлагающий качественное образование и международную академическую среду.","Université de Rouen - Haute Normandie — университет, расположенный в FR, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Université de Rouen - Haute Normandie находят работу в международных компаниях, государственном секторе и научных организациях."
5bf5566b-05f8-5fa3-a916-243e643b540e,Institut Sup'Biotech de Paris,FR,https://www.institutsupbiotechdeparis.edu,"Institut Sup'Biotech de Paris — университет в FR, предлагающий качественное образование и международную академическую среду.","Institut Sup'Biotech de Paris — университет, расположенный в FR, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Institut Sup'Biotech de Paris находят работу в международных компаниях, государственном секторе и научных организациях."
6b6411f3-5fc7-51e5-afc0-9f4a3404d36a,Institut Catholique d'Arts et Métiers Lille,FR,https://www.institutcatholiquedartsetmétierslille.edu,"Institut Catholique d'Arts et Métiers Lille — университет в FR, предлагающий качественное образование и международную академическую среду.","Institut Catholique d'Arts et Métiers Lille — университет, расположенный в FR, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Institut Catholique d'Arts et Métiers Lille находят работу в международных компаниях, государственном секторе и научных организациях."
4be932ba-d4a2-5d1b-87ee-8977a3a79c72,Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement,FR,https://www.ecolenationalesupérieurdesingénieurdesetudesettechniquesdarmement.edu,"Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement — университет в FR, предлагающий качественное образование и международную академическую среду.","Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement — университет, расположенный в FR, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement находят работу в международных компаниях, государственном секторе и научных организациях."
bec60a24-8c72-5bd5-8491-300e48efe640,Chelsea College of Art and Design,GB,https://www.chelseacollegeofartanddesign.edu,"Chelsea College of Art and Design — университет в GB, предлагающий качественное образование и международную академическую среду.","Chelsea College of Art and Design — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Chelsea College of Art and Design находят работу в международных компаниях, государственном секторе и научных организациях."
0490babe-741a-5eac-908a-fc8c4681dfc2,University of Hertfordshire,GB,https://www.universityofhertfordshire.edu,"University of Hertfordshire — университет в GB, предлагающий качественное образование и международную академическую среду.","University of Hertfordshire — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники University of Hertfordshire находят работу в международных компаниях, государственном секторе и научных организациях."
e7b43040-fd16-5838-bc7d-3302d7f2d43a,Trinity College Bristol,GB,https://www.trinitycollegebristol.edu,"Trinity College Bristol — университет в GB, предлагающий качественное образование и международную академическую среду.","Trinity College Bristol — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Trinity College Bristol находят работу в международных компаниях, государственном секторе и научных организациях."
d05f548a-3d3e-5291-8bb8-5f96988e796e,University of Nottingham,GB,https://www.universityofnottingham.edu,"University of Nottingham — университет в GB, предлагающий качественное образование и международную академическую среду.","University of Nottingham — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники University of Nottingham находят работу в международных компаниях, государственном секторе и научных организациях."
020ada9f-98fc-537e-bfa6-09884daeb833,University of Stirling,GB,https://www.universityofstirling.edu,"University of Stirling — университет в GB, предлагающий качественное образование и международную академическую среду.","University of Stirling — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники University of Stirling находят работу в международных компаниях, государственном секторе и научных организациях."
07e3d302-1a92-50b2-8fe9-83979daa9036,Edinburgh Napier University,GB,https://www.edinburghnapieruniversity.edu,"Edinburgh Napier University — университет в GB, предлагающий качественное образование и международную академическую среду.","Edinburgh Napier University — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Edinburgh Napier University находят работу в международных компаниях, государственном секторе и научных организациях."
4bd7afed-e787-506d-90a8-50d05ddd8f71,East Coast College,GB,https://www.eastcoastcollege.edu,"East Coast College — университет в GB, предлагающий качественное образование и международную академическую среду.","East Coast College — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники East Coast College находят работу в международных компаниях, государственном секторе и научных организациях."
2ff47728-7ec3-540c-b7e6-57f0e09815de,Bournemouth University,GB,https://www.bournemouthuniversity.edu,"Bournemouth University — университет в GB, предлагающий качественное образование и международную академическую среду.","Bournemouth University — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Bournemouth University находят работу в международных компаниях, государственном секторе и научных организациях."
b90fae66-5353-5430-b462-3cfa2996a99d,New College Swindon,GB,https://www.newcollegeswindon.edu,"New College Swindon — университет в GB, предлагающий качественное образование и международную академическую среду.","New College Swindon — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники New College Swindon находят работу в международных компаниях, государственном секторе и научных организациях."
05e2c65b-0222-5e43-b1ab-e03c0b64edf9,West Suffolk College,GB,https://www.westsuffolkcollege.edu,"West Suffolk College — университет в GB, предлагающий качественное образование и международную академическую среду.","West Suffolk College — университет, расположенный в GB, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники West Suffolk College находят работу в международных компаниях, государственном секторе и научных организациях."
a3aa2d7e-c3a9-5d34-97b0-db1e0c3ebf88,Erasmus University Rotterdam,NL,https://www.erasmusuniversityrotterdam.edu,"Erasmus University Rotterdam — университет в NL, предлагающий качественное образование и международную академическую среду.","Erasmus University Rotterdam — университет, расположенный в NL, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Erasmus University Rotterdam находят работу в международных компаниях, государственном секторе и научных организациях."
c9b47d0c-b420-5196-92e7-658014999c6c,Islamic University of Rotterdam,NL,https://www.islamicuniversityofrotterdam.edu,"Islamic University of Rotterdam — университет в NL, предлагающий качественное образование и международную академическую среду.","Islamic University of Rotterdam — университет, расположенный в NL, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Islamic University of Rotterdam находят работу в международных компаниях, государственном секторе и научных организациях."
e1c59fd4-9990-5293-bafb-5cdb2516c9e7,Wittenborg University,NL,https://www.wittenborguniversity.edu,"Wittenborg University — университет в NL, предлагающий качественное образование и международную академическую среду.","Wittenborg University — университет, расположенный в NL, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Wittenborg University находят работу в международных компаниях, государственном секторе и научных организациях."
f5149f86-8e00-50f9-989d-6c31843de646,University of Sint Eustatius School of Medicine,NL,https://www.universityofsinteustatiusschoolofmedicine.edu,"University of Sint Eustatius School of Medicine — университет в NL, предлагающий качественное образование и международную академическую среду.","University of Sint Eustatius School of Medicine — университет, расположенный в NL, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники University of Sint Eustatius School of Medicine находят работу в международных компаниях, государственном секторе и научных организациях."
dd15dace-c4a5-5de6-9a96-98192906c7bd,"University of the Netherlands Antilles, Curacao",NL,"https://www.universityofthenetherlandsantilles,curacao.edu","University of the Netherlands Antilles, Curacao — университет в NL, предлагающий качественное образование и международную академическую среду.","University of the Netherlands Antilles, Curacao — университет, расположенный в NL, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники University of the Netherlands Antilles, Curacao находят работу в международных компаниях, государственном секторе и научных организациях."
e1e15d3f-a049-57a2-a0f8-75898793390e,Christelijke Hogeschool Windesheim,NL,https://www.christelijkehogeschoolwindesheim.edu,"Christelijke Hogeschool Windesheim — университет в NL, предлагающий качественное образование и международную академическую среду.","Christelijke Hogeschool Windesheim — университет, расположенный в NL, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Christelijke Hogeschool Windesheim находят работу в международных компаниях, государственном секторе и научных организациях."
07ae9177-da4e-5c7f-afb1-0eff32924de0,Hogeschool Inholland,NL,https://www.hogeschoolinholland.edu,"Hogeschool Inholland — университет в NL, предлагающий качественное образование и международную академическую среду.","Hogeschool Inholland — университет, расположенный в NL, который предлагает современные образовательные программы и ориентирован на подготовку студентов к международной карьере.

Он подойдёт студентам, которые ищут сочетание академического качества, практических навыков и возможностей для дальнейшего профессионального роста.",,,,,,,"Для поступления обычно требуется подтверждение предыдущего образования, знание языка обучения и полный пакет документов.","Университет предлагает комфортную учебную среду с современной инфраструктурой, включающей учебные корпуса, библиотеки и пространства для студентов.","Выпускники Hogeschool Inholland находят работу в международных компаниях, государственном секторе и научных организациях."
